{'order_id': 'o_00001', 'customer_id': 'u_3802013660', 'product_id': '1677770', 'create_time': '2023-07-14 00:25:52'}
{'order_id': 'o_00226', 'customer_id': 'u_4132025874', 'product_id': '1309735', 'create_time': '2023-05-04 07:50:36'}
{'order_id': 'o_00227', 'customer_id': 'u_4132025874', 'product_id': '1269820', 'create_time': '2023-08-08 22:24:21'}
{'order_id': 'o_00228', 'customer_id': 'u_4132025874', 'product_id': '1629539', 'create_time': '2023-10-15 09:10:32'}
{'order_id': 'o_00229', 'customer_id': 'u_4132025874', 'product_id': '1638517', 'create_time': '2023-02-10 06:57:43'}
{'order_id': 'o_00230', 'customer_id': 'u_4132025874', 'product_id': '1665996', 'create_time': '2023-04-02 08:02:52'}
{'order_id': 'o_00231', 'customer_id': 'u_4132025874', 'product_id': '1708069', 'create_time': '2023-11-11 00:58:12'}
{'order_id': 'o_00232', 'customer_id': 'u_4132025874', 'product_id': '1297181', 'create_time': '2023-12-04 14:05:22'}
{'order_id': 'o_00233', 'customer_id': 'u_4132025874', 'product_id': '1640507', 'create_time': '2023-10-05 19:23:55'}
{'order_id': 'o_00234', 'customer_id': 'u_4132025874', 'product_id': '1530111', 'create_time': '2023-09-10 05:59:56'}
{'order_id': 'o_00235', 'customer_id': 'u_4132025874', 'product_id': '1722048', 'create_time': '2023-04-11 01:54:28'}
{'order_id': 'o_00236', 'customer_id': 'u_4132025874', 'product_id': '950000', 'create_time': '2023-07-21 00:22:01'}
{'order_id': 'o_00237', 'customer_id': 'u_4132025874', 'product_id': '1659952', 'create_time': '2023-02-23 02:04:38'}
{'order_id': 'o_00238', 'customer_id': 'u_4132025874', 'product_id': '1560523', 'create_time': '2023-01-11 18:30:53'}
{'order_id': 'o_00239', 'customer_id': 'u_4132025874', 'product_id': '1357527', 'create_time': '2023-08-10 18:12:52'}
{'order_id': 'o_00240', 'customer_id': 'u_4132025874', 'product_id': '1509279', 'create_time': '2023-04-17 16:12:31'}
{'order_id': 'o_00241', 'customer_id': 'u_4132025874', 'product_id': '1677547', 'create_time': '2023-06-02 11:43:38'}
{'order_id': 'o_00242', 'customer_id': 'u_4132025874', 'product_id': '1362238', 'create_time': '2023-04-04 06:30:37'}
{'order_id': 'o_00243', 'customer_id': 'u_4132025874', 'product_id': '1697815', 'create_time': '2023-08-20 21:08:43'}
{'order_id': 'o_00244', 'customer_id': 'u_4132025874', 'product_id': '1701559', 'create_time': '2023-06-01 18:14:15'}
{'order_id': 'o_00245', 'customer_id': 'u_4132025874', 'product_id': '1414688', 'create_time': '2023-11-09 07:31:22'}
{'order_id': 'o_00246', 'customer_id': 'u_4132025874', 'product_id': '1720475', 'create_time': '2023-02-02 12:56:50'}
{'order_id': 'o_00247', 'customer_id': 'u_4132025874', 'product_id': '1341998', 'create_time': '2023-01-12 03:12:28'}
{'order_id': 'o_00248', 'customer_id': 'u_4132025874', 'product_id': '1715645', 'create_time': '2023-08-07 09:15:28'}
{'order_id': 'o_00249', 'customer_id': 'u_4132025874', 'product_id': '1088019', 'create_time': '2023-02-26 23:14:17'}
{'order_id': 'o_00250', 'customer_id': 'u_4132025874', 'product_id': '1342418', 'create_time': '2023-12-27 15:46:06'}
{'order_id': 'o_00251', 'customer_id': 'u_4132025874', 'product_id': '1674732', 'create_time': '2023-12-01 17:21:28'}
{'order_id': 'o_00252', 'customer_id': 'u_4132025874', 'product_id': '1694864', 'create_time': '2023-02-16 15:08:36'}
{'order_id': 'o_00253', 'customer_id': 'u_4132025874', 'product_id': '1648758', 'create_time': '2023-11-17 00:56:33'}
{'order_id': 'o_00254', 'customer_id': 'u_8128482440', 'product_id': '1629906', 'create_time': '2023-12-15 14:11:57'}
{'order_id': 'o_00255', 'customer_id': 'u_8128482440', 'product_id': '1243262', 'create_time': '2023-09-26 02:30:08'}
{'order_id': 'o_00256', 'customer_id': 'u_8128482440', 'product_id': '1630115', 'create_time': '2023-09-14 21:20:32'}
{'order_id': 'o_00257', 'customer_id': 'u_8128482440', 'product_id': '1416030', 'create_time': '2023-12-05 01:17:05'}
{'order_id': 'o_00258', 'customer_id': 'u_8128482440', 'product_id': '1305643', 'create_time': '2023-03-17 03:37:53'}
{'order_id': 'o_00259', 'customer_id': 'u_8128482440', 'product_id': '1351326', 'create_time': '2023-06-09 08:43:23'}
{'order_id': 'o_00260', 'customer_id': 'u_8128482440', 'product_id': '1264966', 'create_time': '2023-01-26 03:23:00'}
{'order_id': 'o_00261', 'customer_id': 'u_8128482440', 'product_id': '1541305', 'create_time': '2023-05-25 13:23:03'}
{'order_id': 'o_00262', 'customer_id': 'u_8128482440', 'product_id': '1217286', 'create_time': '2023-09-12 22:02:18'}
{'order_id': 'o_00263', 'customer_id': 'u_8128482440', 'product_id': '1166953', 'create_time': '2023-07-24 14:10:04'}
{'order_id': 'o_00264', 'customer_id': 'u_8128482440', 'product_id': '910424', 'create_time': '2023-03-07 06:03:38'}
{'order_id': 'o_00265', 'customer_id': 'u_8128482440', 'product_id': '1574043', 'create_time': '2023-06-02 02:24:17'}
{'order_id': 'o_00266', 'customer_id': 'u_8128482440', 'product_id': '997605', 'create_time': '2023-06-01 16:53:14'}
{'order_id': 'o_00267', 'customer_id': 'u_8128482440', 'product_id': '1428899', 'create_time': '2023-12-27 03:30:01'}
{'order_id': 'o_00268', 'customer_id': 'u_8128482440', 'product_id': '1557718', 'create_time': '2023-06-10 18:46:35'}
{'order_id': 'o_00269', 'customer_id': 'u_8128482440', 'product_id': '1464049', 'create_time': '2023-05-14 00:51:04'}
{'order_id': 'o_00270', 'customer_id': 'u_8128482440', 'product_id': '1374628', 'create_time': '2023-02-24 09:00:24'}
{'order_id': 'o_00271', 'customer_id': 'u_8128482440', 'product_id': '1261112', 'create_time': '2023-04-09 11:28:03'}
{'order_id': 'o_00272', 'customer_id': 'u_8128482440', 'product_id': '1694779', 'create_time': '2023-04-03 01:27:11'}
{'order_id': 'o_00273', 'customer_id': 'u_8128482440', 'product_id': '1195407', 'create_time': '2023-06-23 10:20:53'}
{'order_id': 'o_00274', 'customer_id': 'u_8128482440', 'product_id': '1544695', 'create_time': '2023-06-15 08:12:23'}
{'order_id': 'o_00275', 'customer_id': 'u_8128482440', 'product_id': '1679054', 'create_time': '2023-07-10 09:47:23'}
{'order_id': 'o_00276', 'customer_id': 'u_8128482440', 'product_id': '1105062', 'create_time': '2023-11-04 07:43:22'}
{'order_id': 'o_00277', 'customer_id': 'u_8128482440', 'product_id': '1707653', 'create_time': '2023-11-19 06:08:55'}
{'order_id': 'o_00278', 'customer_id': 'u_8128482440', 'product_id': '1451598', 'create_time': '2023-09-17 23:47:07'}
{'order_id': 'o_00279', 'customer_id': 'u_8128482440', 'product_id': '1551503', 'create_time': '2023-04-12 07:37:49'}
{'order_id': 'o_00280', 'customer_id': 'u_8128482440', 'product_id': '1389719', 'create_time': '2023-05-04 01:08:43'}
{'order_id': 'o_00281', 'customer_id': 'u_8128482440', 'product_id': '993810', 'create_time': '2023-12-19 23:34:12'}
{'order_id': 'o_00282', 'customer_id': 'u_8128482440', 'product_id': '1410614', 'create_time': '2023-06-26 17:27:35'}
{'order_id': 'o_00283', 'customer_id': 'u_8128482440', 'product_id': '1348700', 'create_time': '2023-02-10 18:04:17'}
{'order_id': 'o_00284', 'customer_id': 'u_8128482440', 'product_id': '1635722', 'create_time': '2023-12-11 01:33:58'}
{'order_id': 'o_00285', 'customer_id': 'u_8128482440', 'product_id': '1676372', 'create_time': '2023-05-01 03:29:43'}
{'order_id': 'o_00286', 'customer_id': 'u_8128482440', 'product_id': '1650863', 'create_time': '2023-07-01 11:04:36'}
{'order_id': 'o_00287', 'customer_id': 'u_8128482440', 'product_id': '1031310', 'create_time': '2023-12-02 11:27:05'}
{'order_id': 'o_00288', 'customer_id': 'u_8128482440', 'product_id': '1320891', 'create_time': '2023-01-15 00:03:34'}
{'order_id': 'o_00289', 'customer_id': 'u_8128482440', 'product_id': '1328721', 'create_time': '2023-10-27 16:51:05'}
{'order_id': 'o_00290', 'customer_id': 'u_8128482440', 'product_id': '1606769', 'create_time': '2023-10-14 02:24:58'}
{'order_id': 'o_00291', 'customer_id': 'u_8128482440', 'product_id': '1241231', 'create_time': '2023-11-25 21:09:25'}
{'order_id': 'o_00292', 'customer_id': 'u_8128482440', 'product_id': '1217200', 'create_time': '2023-07-18 14:24:49'}
{'order_id': 'o_00293', 'customer_id': 'u_8128482440', 'product_id': '1711657', 'create_time': '2023-01-24 03:10:22'}
{'order_id': 'o_00294', 'customer_id': 'u_8128482440', 'product_id': '1321057', 'create_time': '2023-11-18 03:23:26'}
{'order_id': 'o_00295', 'customer_id': 'u_8128482440', 'product_id': '1335172', 'create_time': '2023-01-27 22:39:58'}
{'order_id': 'o_00296', 'customer_id': 'u_8128482440', 'product_id': '1423941', 'create_time': '2023-10-19 08:38:21'}
{'order_id': 'o_00297', 'customer_id': 'u_8128482440', 'product_id': '1611752', 'create_time': '2023-05-24 06:27:42'}
{'order_id': 'o_00298', 'customer_id': 'u_8128482440', 'product_id': '1628340', 'create_time': '2023-10-26 14:21:42'}
{'order_id': 'o_00299', 'customer_id': 'u_8128482440', 'product_id': '1152263', 'create_time': '2023-08-23 06:03:53'}
{'order_id': 'o_00300', 'customer_id': 'u_8128482440', 'product_id': '1241671', 'create_time': '2023-02-11 12:44:39'}
{'order_id': 'o_00301', 'customer_id': 'u_8128482440', 'product_id': '1419182', 'create_time': '2023-12-03 08:12:26'}
{'order_id': 'o_00302', 'customer_id': 'u_8128482440', 'product_id': '1433905', 'create_time': '2023-07-08 06:44:04'}
{'order_id': 'o_00303', 'customer_id': 'u_8128482440', 'product_id': '1082152', 'create_time': '2023-12-02 11:21:31'}
{'order_id': 'o_00304', 'customer_id': 'u_8128482440', 'product_id': '1458104', 'create_time': '2023-07-27 02:20:39'}
{'order_id': 'o_00305', 'customer_id': 'u_8128482440', 'product_id': '1372378', 'create_time': '2023-11-01 17:17:35'}
{'order_id': 'o_00306', 'customer_id': 'u_8128482440', 'product_id': '1697427', 'create_time': '2023-03-06 09:56:49'}
{'order_id': 'o_00307', 'customer_id': 'u_8128482440', 'product_id': '1374164', 'create_time': '2023-08-04 00:56:29'}
{'order_id': 'o_00308', 'customer_id': 'u_8128482440', 'product_id': '1655353', 'create_time': '2023-07-07 06:40:00'}
{'order_id': 'o_00309', 'customer_id': 'u_8128482440', 'product_id': '1223358', 'create_time': '2023-12-14 22:56:08'}
{'order_id': 'o_00310', 'customer_id': 'u_8128482440', 'product_id': '1148218', 'create_time': '2023-08-21 23:38:59'}
{'order_id': 'o_00311', 'customer_id': 'u_8128482440', 'product_id': '1495956', 'create_time': '2023-02-28 22:36:25'}
{'order_id': 'o_00312', 'customer_id': 'u_8128482440', 'product_id': '1332528', 'create_time': '2023-02-28 13:19:07'}
{'order_id': 'o_00313', 'customer_id': 'u_8128482440', 'product_id': '1368654', 'create_time': '2023-10-13 10:52:15'}
{'order_id': 'o_00314', 'customer_id': 'u_8128482440', 'product_id': '1704013', 'create_time': '2023-01-03 20:16:26'}
{'order_id': 'o_00315', 'customer_id': 'u_8128482440', 'product_id': '1719419', 'create_time': '2023-10-02 02:06:05'}
{'order_id': 'o_00316', 'customer_id': 'u_8128482440', 'product_id': '1699960', 'create_time': '2023-07-18 14:50:29'}
{'order_id': 'o_00317', 'customer_id': 'u_8128482440', 'product_id': '1667313', 'create_time': '2023-05-13 07:30:47'}
{'order_id': 'o_00318', 'customer_id': 'u_8128482440', 'product_id': '1219695', 'create_time': '2023-01-08 12:28:28'}
{'order_id': 'o_00319', 'customer_id': 'u_8128482440', 'product_id': '1594306', 'create_time': '2023-07-23 13:27:59'}
{'order_id': 'o_00320', 'customer_id': 'u_8128482440', 'product_id': '1296539', 'create_time': '2023-01-21 18:57:45'}
{'order_id': 'o_00321', 'customer_id': 'u_8128482440', 'product_id': '1329070', 'create_time': '2023-05-28 02:01:00'}
{'order_id': 'o_00322', 'customer_id': 'u_8128482440', 'product_id': '1684522', 'create_time': '2023-01-24 10:45:45'}
{'order_id': 'o_00323', 'customer_id': 'u_8128482440', 'product_id': '1567824', 'create_time': '2023-07-07 23:26:24'}
{'order_id': 'o_00324', 'customer_id': 'u_8128482440', 'product_id': '1432661', 'create_time': '2023-02-12 23:07:02'}
{'order_id': 'o_00325', 'customer_id': 'u_8128482440', 'product_id': '1707919', 'create_time': '2023-05-13 09:07:19'}
{'order_id': 'o_00326', 'customer_id': 'u_8128482440', 'product_id': '1230112', 'create_time': '2023-04-11 10:28:06'}
{'order_id': 'o_00327', 'customer_id': 'u_8128482440', 'product_id': '1156696', 'create_time': '2023-09-04 18:30:02'}
{'order_id': 'o_00328', 'customer_id': 'u_8128482440', 'product_id': '1214755', 'create_time': '2023-09-20 11:29:10'}
{'order_id': 'o_00329', 'customer_id': 'u_8128482440', 'product_id': '1258186', 'create_time': '2023-09-09 01:37:02'}
{'order_id': 'o_00330', 'customer_id': 'u_8128482440', 'product_id': '1157406', 'create_time': '2023-02-06 08:17:24'}
{'order_id': 'o_00331', 'customer_id': 'u_8128482440', 'product_id': '1650856', 'create_time': '2023-05-16 12:53:38'}
{'order_id': 'o_00332', 'customer_id': 'u_8128482440', 'product_id': '1382836', 'create_time': '2023-09-04 12:18:41'}
{'order_id': 'o_00333', 'customer_id': 'u_8128482440', 'product_id': '1719142', 'create_time': '2023-03-21 08:41:30'}
{'order_id': 'o_00334', 'customer_id': 'u_8128482440', 'product_id': '1048420', 'create_time': '2023-03-16 14:22:49'}
{'order_id': 'o_00335', 'customer_id': 'u_8128482440', 'product_id': '1605507', 'create_time': '2023-06-15 06:44:33'}
{'order_id': 'o_00336', 'customer_id': 'u_8128482440', 'product_id': '1059877', 'create_time': '2023-03-27 19:31:35'}
{'order_id': 'o_00337', 'customer_id': 'u_8128482440', 'product_id': '1165950', 'create_time': '2023-12-19 05:48:13'}
{'order_id': 'o_00338', 'customer_id': 'u_8128482440', 'product_id': '1441580', 'create_time': '2023-10-20 15:09:01'}
{'order_id': 'o_00339', 'customer_id': 'u_8128482440', 'product_id': '1657401', 'create_time': '2023-10-06 10:41:24'}
{'order_id': 'o_00340', 'customer_id': 'u_8128482440', 'product_id': '1548247', 'create_time': '2023-08-22 19:51:37'}
{'order_id': 'o_00341', 'customer_id': 'u_8128482440', 'product_id': '1667759', 'create_time': '2023-12-06 10:54:34'}
{'order_id': 'o_00342', 'customer_id': 'u_8128482440', 'product_id': '1703991', 'create_time': '2023-02-23 13:58:42'}
{'order_id': 'o_00343', 'customer_id': 'u_8128482440', 'product_id': '1610569', 'create_time': '2023-05-24 19:34:58'}
{'order_id': 'o_00344', 'customer_id': 'u_8128482440', 'product_id': '1427646', 'create_time': '2023-09-20 17:39:01'}
{'order_id': 'o_00345', 'customer_id': 'u_8128482440', 'product_id': '1365402', 'create_time': '2023-08-17 03:29:41'}
{'order_id': 'o_00346', 'customer_id': 'u_8128482440', 'product_id': '1459648', 'create_time': '2023-12-28 21:45:31'}
{'order_id': 'o_00347', 'customer_id': 'u_8128482440', 'product_id': '1361032', 'create_time': '2023-05-11 16:03:04'}
{'order_id': 'o_00348', 'customer_id': 'u_8128482440', 'product_id': '1587368', 'create_time': '2023-02-13 13:40:02'}
{'order_id': 'o_00349', 'customer_id': 'u_8128482440', 'product_id': '1593580', 'create_time': '2023-04-25 02:17:17'}
{'order_id': 'o_00350', 'customer_id': 'u_8128482440', 'product_id': '1062139', 'create_time': '2023-05-17 21:40:57'}
{'order_id': 'o_00351', 'customer_id': 'u_8128482440', 'product_id': '1275509', 'create_time': '2023-09-17 07:22:35'}
{'order_id': 'o_00352', 'customer_id': 'u_8128482440', 'product_id': '1647253', 'create_time': '2023-07-02 20:12:51'}
{'order_id': 'o_00353', 'customer_id': 'u_8128482440', 'product_id': '1670231', 'create_time': '2023-04-03 06:22:39'}
{'order_id': 'o_00354', 'customer_id': 'u_8128482440', 'product_id': '1274707', 'create_time': '2023-09-07 11:51:01'}
{'order_id': 'o_00355', 'customer_id': 'u_8128482440', 'product_id': '1156050', 'create_time': '2023-01-24 16:51:09'}
{'order_id': 'o_00356', 'customer_id': 'u_8128482440', 'product_id': '1530493', 'create_time': '2023-03-04 04:33:20'}
{'order_id': 'o_00357', 'customer_id': 'u_8128482440', 'product_id': '1531861', 'create_time': '2023-01-10 04:35:40'}
{'order_id': 'o_00358', 'customer_id': 'u_8128482440', 'product_id': '1409595', 'create_time': '2023-08-28 00:18:10'}
{'order_id': 'o_00359', 'customer_id': 'u_8128482440', 'product_id': '1322310', 'create_time': '2023-09-03 03:59:06'}
{'order_id': 'o_00360', 'customer_id': 'u_8128482440', 'product_id': '937327', 'create_time': '2023-11-26 11:04:55'}
{'order_id': 'o_00361', 'customer_id': 'u_8128482440', 'product_id': '1342688', 'create_time': '2023-05-20 05:03:11'}
{'order_id': 'o_00362', 'customer_id': 'u_8128482440', 'product_id': '1544763', 'create_time': '2023-09-21 18:15:47'}
{'order_id': 'o_00363', 'customer_id': 'u_8128482440', 'product_id': '1714267', 'create_time': '2023-06-21 06:52:37'}
{'order_id': 'o_00364', 'customer_id': 'u_8128482440', 'product_id': '1589316', 'create_time': '2023-10-11 00:01:25'}
{'order_id': 'o_00365', 'customer_id': 'u_8128482440', 'product_id': '1279193', 'create_time': '2023-04-14 05:38:23'}
{'order_id': 'o_00366', 'customer_id': 'u_8128482440', 'product_id': '990217', 'create_time': '2023-01-25 00:44:29'}
{'order_id': 'o_00367', 'customer_id': 'u_8128482440', 'product_id': '1171769', 'create_time': '2023-09-12 14:55:05'}
{'order_id': 'o_00368', 'customer_id': 'u_8128482440', 'product_id': '1692160', 'create_time': '2023-08-16 07:14:56'}
{'order_id': 'o_00369', 'customer_id': 'u_8128482440', 'product_id': '1149211', 'create_time': '2023-10-15 09:06:22'}
{'order_id': 'o_00370', 'customer_id': 'u_8128482440', 'product_id': '1385030', 'create_time': '2023-10-04 06:55:32'}
{'order_id': 'o_00371', 'customer_id': 'u_8128482440', 'product_id': '1565422', 'create_time': '2023-09-12 18:51:49'}
{'order_id': 'o_00372', 'customer_id': 'u_8128482440', 'product_id': '1218496', 'create_time': '2023-01-15 16:55:09'}
{'order_id': 'o_00373', 'customer_id': 'u_8128482440', 'product_id': '1335639', 'create_time': '2023-12-13 15:32:26'}
{'order_id': 'o_00374', 'customer_id': 'u_8128482440', 'product_id': '1617529', 'create_time': '2023-04-14 09:26:44'}
{'order_id': 'o_00375', 'customer_id': 'u_8128482440', 'product_id': '1040022', 'create_time': '2023-04-28 19:27:17'}
{'order_id': 'o_00376', 'customer_id': 'u_8128482440', 'product_id': '1136517', 'create_time': '2023-01-21 05:10:01'}
{'order_id': 'o_00377', 'customer_id': 'u_8128482440', 'product_id': '1003986', 'create_time': '2023-12-01 14:51:05'}
{'order_id': 'o_00378', 'customer_id': 'u_8128482440', 'product_id': '1548903', 'create_time': '2023-01-25 01:00:40'}
{'order_id': 'o_00379', 'customer_id': 'u_8128482440', 'product_id': '1658420', 'create_time': '2023-02-09 11:59:17'}
{'order_id': 'o_00380', 'customer_id': 'u_8128482440', 'product_id': '1370218', 'create_time': '2023-06-11 08:38:48'}
{'order_id': 'o_00381', 'customer_id': 'u_8128482440', 'product_id': '1372033', 'create_time': '2023-03-08 18:42:49'}
{'order_id': 'o_00382', 'customer_id': 'u_8128482440', 'product_id': '1538208', 'create_time': '2023-11-17 17:00:05'}
{'order_id': 'o_00383', 'customer_id': 'u_8128482440', 'product_id': '1120322', 'create_time': '2023-08-10 03:45:19'}
{'order_id': 'o_00384', 'customer_id': 'u_8128482440', 'product_id': '1704632', 'create_time': '2023-04-20 02:21:03'}
{'order_id': 'o_00385', 'customer_id': 'u_8128482440', 'product_id': '1415005', 'create_time': '2023-07-27 01:35:30'}
{'order_id': 'o_00386', 'customer_id': 'u_8128482440', 'product_id': '1689826', 'create_time': '2023-10-13 19:28:59'}
{'order_id': 'o_00387', 'customer_id': 'u_8128482440', 'product_id': '1122021', 'create_time': '2023-12-16 05:15:20'}
{'order_id': 'o_00388', 'customer_id': 'u_8128482440', 'product_id': '1440316', 'create_time': '2023-04-01 01:22:40'}
{'order_id': 'o_00389', 'customer_id': 'u_8128482440', 'product_id': '1147277', 'create_time': '2023-11-26 21:40:02'}
{'order_id': 'o_00390', 'customer_id': 'u_8128482440', 'product_id': '1711323', 'create_time': '2023-01-12 01:06:10'}
{'order_id': 'o_00391', 'customer_id': 'u_8128482440', 'product_id': '1528144', 'create_time': '2023-10-23 08:30:53'}
{'order_id': 'o_00392', 'customer_id': 'u_8128482440', 'product_id': '1280247', 'create_time': '2023-09-14 03:29:28'}
{'order_id': 'o_00393', 'customer_id': 'u_8128482440', 'product_id': '1697364', 'create_time': '2023-01-02 16:19:45'}
{'order_id': 'o_00394', 'customer_id': 'u_8128482440', 'product_id': '1352778', 'create_time': '2023-01-07 18:46:56'}
{'order_id': 'o_00395', 'customer_id': 'u_8128482440', 'product_id': '1150888', 'create_time': '2023-04-22 08:43:18'}
{'order_id': 'o_00396', 'customer_id': 'u_8128482440', 'product_id': '1419475', 'create_time': '2023-11-01 20:58:36'}
